,cik,company
2513,1054290,US LEC CORP
2514,1054337,AMRESCO CAPITAL TRUST
2515,1054422,U S AGGREGATES INC
2516,1054588,LOEWS CINEPLEX ENTERTAINMENT CORP
2517,1054853,PROVANT INC
2518,1055246,UNIGRAPHICS SOLUTIONS INC
2519,1055286,ROCK FINANCIAL CORP/MI/
2520,1055458,AZTEC TECHNOLOGY PARTNERS INC /DE/
2521,1055468,SKILLED HEALTHCARE GROUP INC
2522,1055684,UNICAPITAL CORP
2523,1056087,MCCLATCHY CO
2524,1056112,WERNER HOLDING CO INC /DE/
2525,1056218,CORRECTIONAL PROPERTIES TRUST
2526,1056312,VLASIC FOODS INTERNATIONAL INC
2527,1056386,INTERNAP CORP
2528,1056464,LIBERTY GROUP PUBLISHING INC
2529,1056756,NBC ACQUISITION CORP
2530,1056758,NEBRASKA BOOK CO
2531,1057233,UNIVERSAL COMPRESSION INC
2532,1057234,UNIVERSAL COMPRESSION HOLDINGS INC
2533,1057334,STARMEDIA NETWORK INC
2534,1057379,ANSWERTHINK INC
2535,1057507,RESORTQUEST INTERNATIONAL INC
2536,1057570,LIBERTY BANCORP INC /NJ/
2537,1057672,PBOC HOLDINGS INC
2538,1058539,THISTLE GROUP HOLDINGS CO
2539,1058560,EVEREST HEALTHCARE SERVICES CORP
2540,1058575,CHICAGO TITLE CORP
2541,1058604,SOUTHERN FOODS GROUP L P
2542,1058872,RESORT AT SUMMERLIN INC
2543,1058986,PINNACLE HOLDINGS INC
2544,1059130,FOCAL COMMUNICATIONS CORP
2545,1059131,NASB FINANCIAL INC
2546,1059142,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P."
2547,1059259,CMP GROUP INC
2548,1059272,"BEBE STORES, INC."
2549,1059274,MSX INTERNATIONAL INC
2550,1059363,MASTER GRAPHICS INC
2551,1059498,AMERICAN LAWYER MEDIA INC
2552,1059556,MOODYS CORP /DE/
2553,1059851,KMC TELECOM HOLDINGS INC
2554,1060024,AURORA FOODS INC /DE/
2555,1060240,MARKET HUB PARTNERS STORAGE LP
2556,1060349,"GAMCO INVESTORS, INC. ET AL"
2557,1060455,KILLBUCK BANCSHARES INC
2558,1060531,BEYOND COM CORP
2559,1060558,MAIN STREET BANCORP INC
2560,1060770,SUPERIOR FINANCIAL CORP /AR/
2561,1060822,CARTERS INC
2562,1060824,COSINE COMMUNICATIONS INC
2563,1060980,GLOBAL HEALTH SCIENCES INC
2564,1060990,QUICKSILVER RESOURCES INC
2565,1061112,DOE RUN RESOURCES CORP
2566,1061322,GLOBAL CROSSING LTD
2567,1061566,EARTHLINK NETWORK INC /DE/
2568,1061583,VERADO HOLDINGS INC
2569,1061763,HUNGRY MINDS INC /DE/
2570,1061857,RAILWORKS CORP
2571,1061890,ADVANCE STORES CO INC
2572,1062184,MARKETING SPECIALISTS CORP
2573,1062707,LIN HOLDINGS CORP
2574,1062771,ADVANSTAR COMMUNICATIONS INC
2575,1062780,COBALT CORP
2576,1063438,WEST ESSEX BANCORP INC
2577,1063564,PRIZE ENERGY CORP
2578,1063574,WKI HOLDING CO INC
2579,1063698,ALLIANCE LAUNDRY HOLDINGS LLC
2580,1063880,CAPROCK COMMUNICATIONS CORP
2581,1063918,CNY FINANCIAL CORP
2582,1063997,HARRINGTON WEST FINANCIAL GROUP INC/CA
2583,1064063,MIIX GROUP INC
2584,1064122,SCOTTISH RE GROUP LTD
2585,1064435,CLUETT AMERICAN CORP
2586,1065013,EMUSIC COM INC
2587,1065034,MAGMA DESIGN AUTOMATION INC
2588,1065059,CENTRUS ENERGY CORP
2589,1065418,KEY COMPONENTS LLC
2590,1065458,LOGIX COMMUNICATIONS ENTERPRISES INC
2591,1065633,NETWORK PLUS CORP
2592,1065869,RHYTHMS NET CONNECTIONS INC
2593,1066197,APPNET INC /DE/
2594,1066808,ADMIRALTY BANCORP INC
2595,1067075,AMERICAN CELLULAR CORP /DE/
2596,1067462,INSIGNIA FINANCIAL GROUP INC /DE/
2597,1067489,LAMAR CAPITAL CORP
2598,1067541,HOME INTERIORS & GIFTS INC
2599,1067550,AKI HOLDING CORP
2600,1067700,RAB ENTERPRISES INC
2601,1067702,RAB HOLDINGS INC
2602,1067822,SPLITROCK SERVICES INC
2603,1067837,ENTERCOM COMMUNICATIONS CORP
2604,1068044,PENNZOIL QUAKER STATE CO
2605,1068049,INSILCO HOLDING CO
2606,1068144,NEUBERGER BERMAN INC
2607,1068292,CLARENT CORP/CA
2608,1068875,"BLUCORA, INC."
2609,1069665,BARNESANDNOBLE COM INC
2610,1069669,VIRGINIA CAPITAL BANCSHARES INC
2611,1069822,MONY GROUP INC
2612,1069996,FEDNAT HOLDING CO
2613,1070052,PROXICOM INC
2614,1070321,COHOES BANCORP INC
2615,1070518,INFINITY BROADCASTING CORP /DE/
2616,1070523,COMMUNITY SHORES BANK CORP
2617,1070658,CYBERNET INTERNET SERVICES INTERNATIONAL INC
2618,1070752,CRESTLINE CAPITAL CORP
2619,1070778,UNITED PAN EUROPE COMMUNICATIONS NV
2620,1071003,COAXIAL LLC
2621,1071010,COMBANC INC
2622,1071346,SOUTH JERSEY FINANCIAL CORP INC
2623,1071645,WORLD ACCESS INC /NEW/
2624,1071993,CONTANGO OIL & GAS CO
2625,1072258,AMERICAN PLUMBING & MECHANICAL INC
2626,1072471,PROVANTAGE HEALTH SERVICES INC
2627,1072548,GEO SPECIALTY CHEMICALS INC
2628,1072815,MEEMIC HOLDINGS INC
2629,1072881,DAVEL COMMUNICATIONS INC
2630,1073208,FBR ASSET INVESTMENT CORP/VA
2631,1073292,MOMENTUM BUSINESS APPLICATIONS INC
2632,1073353,RGS ENERGY GROUP INC
2633,1074369,COMMUNITY CAPITAL BANCSHARES INC
2634,1074543,FIRST BANCORP OF INDIANA INC
2635,1074676,ROWECOM INC
2636,1074908,VALLEY MEDIA INC
2637,1075314,ABOUT COM INC
2638,1075530,ONEMAIN COM INC
2639,1075706,CITIZENS HOLDING CO /MS/
2640,1077688,HOOKER FURNITURE CORP
2641,1078073,MP3 COM INC
2642,1078203,NET PERCEPTIONS INC
2643,1078207,"NAUTILUS, INC."
2644,1078259,SEMINIS INC
2645,1078404,CAIS INTERNET INC
2646,1079458,DOMINOS INC
2647,1080099,INFORMATICA CORP
2648,1080205,AZURIX CORP
2649,1080280,ST JOHN KNITS INTERNATIONAL INC
2650,1080360,"CHINA VALVES TECHNOLOGY, INC"
2651,1080558,NORTHPOINT COMMUNICATIONS GROUP INC
2652,1080667,DITECH COMMUNICATIONS CORP
2653,1081158,EQUISTAR CHEMICALS LP
2654,1081316,BERKSHIRE HATHAWAY ENERGY CO
2655,1081389,PRISM FINANCIAL CORP
2656,1081394,SCIENT CORP
2657,1081824,CARRIER1 INTERNATIONAL S A
2658,1081878,NEW WORLD PASTA CO
2659,1082337,E LOAN INC
2660,1082510,UIL HOLDINGS CORP
2661,1082923,STAMPS.COM INC
2662,1082925,GOLDEN SKY DBS INC
2663,1083200,UNITED INDUSTRIES CORP
2664,1083286,SKYLANDS FINANCIAL CORP
2665,1083446,"APOLLO MEDICAL HOLDINGS, INC."
2666,1083490,SUNRISE REAL ESTATE GROUP INC
2667,1083712,JUPITERMEDIA CORP
2668,1083751,LUIGINOS INC
2669,1084048,"J2 GLOBAL, INC."
2670,1084304,AMERICAN NATIONAL CAN GROUP INC
2671,1084329,DIGITAL ISLAND INC
2672,1084580,JEFFERIES GROUP LLC
2673,1084727,NEXITY FINANCIAL CORP
2674,1084869,1 800 FLOWERS COM INC
2675,1085061,EFFICIENT NETWORKS INC
2676,1085098,DIGEX INC/DE
2677,1085321,MUZAK LLC
2678,1085621,ACTUA CORP
2679,1085734,BLOCKBUSTER INC
2680,1085776,LIBERATE TECHNOLOGIES
2681,1086403,AGENCY COM LTD
2682,1086467,DRUGSTORE COM INC
2683,1086775,VOLUME SERVICES AMERICA INC
2684,1087414,BARNEYS NEW YORK INC
2685,1087456,UNITED BANCSHARES INC/OH
2686,1087831,PURCHASEPRO COM INC
2687,1087879,NETWORK COMMERCE INC
2688,1088118,HORSESHOE GAMING HOLDING CORP
2689,1088146,SUSQUEHANNA MEDIA CO
2690,1088341,VENTURE HOLDINGS CO LLC
2691,1088382,GENERAL CHEMICAL INDUSTRIAL PRODUCTS INC
2692,1088383,TRITEL INC
2693,1088771,LYNCH INTERACTIVE CORP
2694,1088893,ROYSTER-CLARK INC
2695,1089206,PSEG ENERGY HOLDINGS LLC
2696,1089357,TELECOMUNICACIONES DE PUERTO RICO INC
2697,1089531,"KINGOLD JEWELRY, INC."
2698,1089558,COMPLE TEL EUROPE NV
2699,1089567,EDISON SCHOOLS INC
2700,1089624,PULASKI BANCORP INC
2701,1089638,NESS TECHNOLOGIES INC
2702,1089717,INTERTRUST TECHNOLOGIES CORP
2703,1089748,HUNTSMAN INTERNATIONAL LLC
2704,1089754,NBC INTERNET INC
2705,1089786,LANIER WORLDWIDE INC
2706,1089787,BAY NATIONAL CORP
2707,1089857,IPSWICH BANCSHARES INC
2708,1089872,GAIAM INC
2709,1089907,KANA COMMUNICATIONS INC
2710,1089925,ALTEON WEBSYSTEMS INC
2711,1089979,PLANETRX COM
2712,1090061,OMNOVA SOLUTIONS INC
2713,1090514,AMERICAN ORIENTAL BIOENGINEERING INC
2714,1090709,ANTEON CORP
2715,1090710,EMACHINES INC /DE/
2716,1090908,SELECTICA INC
2717,1091226,NUMERICAL TECHNOLOGIES INC
2718,1091284,REGISTER COM INC
2719,1091491,HCSB FINANCIAL CORP
2720,1091601,JL FRENCH AUTOMOTIVE CASTING INC
2721,1091907,WORLD WRESTLING ENTERTAINMENTINC
2722,1092013,ACME COMMUNICATIONS INC
2723,1092015,RHBT FINANCIAL CORP
2724,1092289,TRANSATLANTIC PETROLEUM LTD.
2725,1092319,CTC COMMUNICATIONS GROUP INC
2726,1092367,SYCAMORE NETWORKS INC
2727,1092825,HUNTSMAN INTERNATIONAL HOLDINGS LLC
2728,1093800,UNR HOLDINGS INC
2729,1094808,FINDWHAT COM INC
2730,1094831,"BGC PARTNERS, INC."
2731,1094895,AVICI SYSTEMS INC
2732,1095073,EVEREST RE GROUP LTD
2733,1095099,METRON TECHNOLOGY N V
2734,1095291,"WEB.COM GROUP, INC."
2735,1095355,NORTHERN BORDER PIPELINE CO
2736,1095531,CONSOLIDATED CONTAINER CO LLC
2737,1095603,COORSTEK INC
2738,1095701,PHILIP SERVICES CORP/DE
2739,1095827,AMERICAN TISSUE INC
2740,1095855,WORLDWIDE FLIGHT SERVICES INC
2741,1095862,AMERICAN FINANCIAL HOLDINGS INC
2742,1095901,VERIDIAN CORP
2743,1096199,VA LINUX SYSTEMS INC
2744,1096287,XPEDIOR INC
2745,1096343,MARKEL CORP
2746,1096352,HOLLYWOOD CASINO SHREVEPORT
2747,1096481,ANGIOTECH PHARMACEUTICALS INC
2748,1096509,Z TEL TECHNOLOGIES INC
2749,1096536,HOLLEY PERFORMANCE PRODUCTS INC
2750,1096958,OPENTV CORP
2751,1098296,MIDAMERICAN FUNDING LLC
2752,1098322,HOTELS COM
2753,1098341,GOSS HOLDINGS INC
2754,1098690,CONCENTRA OPERATING CORP
2755,1099305,VIRGINIA COMMERCE BANCORP INC
2756,1099363,NET2000 COMMUNICATIONS INC
2757,1099517,PORT FINANCIAL CORP
2758,1099668,FIRST OTTAWA BANCSHARES INC
2759,1099932,CENTRA FINANCIAL HOLDINGS INC
2760,1100917,ONVIA COM INC
2761,1100983,PEOPLES COMMUNITY BANCORP INC /MD/
2762,1101169,VIASYSTEMS GROUP INC
2763,1101215,ALLIANCE DATA SYSTEMS CORP
2764,1101396,"DELTA APPAREL, INC"
2765,1101680,TELLIUM INC
2766,1102329,WRC MEDIA INC
2767,1102392,"ROYAL ENERGY RESOURCES, INC."
2768,1102752,FLAG TELECOM GROUP LTD
2769,1103585,THREE RIVERS BANCORP INC
2770,1104172,TRAVELOCITY COM INC
2771,1104358,BROADVIEW NETWORKS HOLDINGS INC
2772,1105055,"DYNEGY HOLDINGS, LLC"
2773,1106935,IVANHOE ENERGY INC
2774,1106980,AMERICAN COMMUNITY BANCSHARES INC
2775,1107067,ONI SYSTEMS CORP
2776,1107160,HARLEYSVILLE SAVINGS FINANCIAL CORP
2777,1107389,ARCHIPELAGO HOLDINGS INC
2778,1108511,TYCOM LTD
2779,1108524,"SALESFORCE.COM, INC."
2780,1109189,"BASIC ENERGY SERVICES, INC."
2781,1109401,FINGER LAKES BANCORP INC
2782,1109860,PURE RESOURCES INC
2783,1110458,INSIGHT MIDWEST LP
2784,1110891,BRACKNELL CORP
2785,1111559,TRADESTATION GROUP INC
2786,1111590,MADISON RIVER CAPITAL LLC
2787,1111721,STRATOS LIGHTWAVE INC
2788,1111817,LONGWEI PETROLEUM INVESTMENT HOLDING LTD
2789,1112412,ENDEAVOUR INTERNATIONAL CORP
2790,1113148,"INFINITY PHARMACEUTICALS, INC."
2791,1113169,PRICE T ROWE GROUP INC
2792,1113674,KEY3MEDIA GROUP INC
2793,1113809,BUILD A BEAR WORKSHOP INC
2794,1113836,ASIA GLOBAL CROSSING LTD
2795,1113920,HORIZON PCS INC
2796,1113948,TELECORP PCS INC /VA/
2797,1114674,INRANGE TECHNOLOGIES CORP
2798,1114868,MONROE JAMES BANCORP INC
2799,1114927,FIRST NORTHERN COMMUNITY BANCORP
2800,1116030,HYDRIL CO
2801,1116086,NEON COMMUNICATIONS INC
2802,1116181,IWO HOLDINGS INC
2803,1117057,AMERICAN LORAIN CORP
2804,1117171,CHINA BAK BATTERY INC
2805,1119811,DUKE ENERGY FIELD SERVICES LLC
2806,1120370,"BROADWIND ENERGY, INC."
2807,1120830,"CHINA NATURAL GAS, INC."
2808,1121783,AMERICAN SPECTRUM REALTY INC
2809,1122135,MARCONI CORP PLC
2810,1123312,YASHENG GROUP
2811,1123337,ANDRX CORP /DE/
2812,1123652,ZIFF DAVIS MEDIA INC
2813,1123852,NORTHERN STATES POWER CO
2814,1124105,TARGACEPT INC
2815,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC."
2816,1126294,RRI ENERGY INC
2817,1127371,CENTRAL VALLEY COMMUNITY BANCORP
2818,1127399,CHEVRON PHILLIPS CHEMICAL CO LLC
2819,1127712,PPL MONTANA LLC
2820,1128227,"FIRST FEDERAL OF NORTHERN MICHIGAN BANCORP, INC."
2821,1128709,GENEVA STEEL HOLDINGS CORP
2822,1129542,VECTREN UTILITY HOLDINGS INC
2823,1129552,CTI MOLECULAR IMAGING INC
2824,1129623,ODYSSEY HEALTHCARE INC
2825,1129847,FIRST BANCTRUST CORP
2826,1130452,CINGULAR WIRELESS LLC
2827,1130713,"OVERSTOCK.COM, INC"
2828,1131227,HORNBECK OFFSHORE SERVICES INC /LA
2829,1132423,RESOLUTION PERFORMANCE PRODUCTS LLC
2830,1135253,MOUNTAINBANK FINANCIAL CORP
2831,1135338,PEGASUS COMMUNICATIONS CORP /
2832,1135361,ILLINOIS POWER GENERATING CO
2833,1136294,GLOBAL POWER EQUIPMENT GROUP INC.
2834,1137091,"POWER SOLUTIONS INTERNATIONAL, INC."
2835,1137789,SEAGATE TECHNOLOGY PLC
2836,1140184,"IPAYMENT, INC."
2837,1140590,ARMKEL LLC
2838,1140859,AMERISOURCEBERGEN CORP
2839,1141185,KERR MCGEE CORP /DE
2840,1141344,CHOCTAW RESORT DEVELOPMENT ENTERPRISE
2841,1141496,ROADWAY CORP
2842,1144326,APPLETON PAPERS INC/WI
2843,1144519,BUNGELTD
2844,1144686,WACCAMAW BANKSHARES INC
2845,1144945,"PVR PARTNERS, L. P."
2846,1145238,INSIGHT HEALTH SERVICES HOLDINGS CORP
2847,1156039,"ANTHEM, INC."
2848,1157303,INTERNATIONAL SPECIALTY HOLDINGS INC
2849,1158223,AFFYMAX INC
2850,1158420,CHINA HGS REAL ESTATE INC.
2851,1158659,PSEG POWER LLC
2852,1158678,MILLENNIUM BANKSHARES CORP
2853,1159119,PREMCOR INC
2854,1159154,REPUBLIC AIRWAYS HOLDINGS INC
2855,1159157,ALLEGHENY ENERGY SUPPLY CO LLC
2856,1159281,FIVE STAR SENIOR LIVING INC.
2857,1160165,"SHENGDATECH, INC."
2858,1160661,SOUTHERN POWER CO
2859,1161364,MEDIACOM BROADBAND LLC
2860,1161738,PLASTIPAK HOLDINGS INC
2861,1162194,FLUIDIGM CORP
2862,1162747,"PUDA COAL, INC."
2863,1162862,"WONDER AUTO TECHNOLOGY, INC"
2864,1163308,GEORGIA BANCSHARES INC//
2865,1163348,"ALLIED WORLD ASSURANCE CO HOLDINGS, AG"
2866,1163389,NEW PEOPLES BANKSHARES INC
2867,1163461,INTEGRATED DEFENSE TECHNOLOGIES INC
2868,1163747,AMERICAN BANK INC
2869,1163943,SIRF TECHNOLOGY HOLDINGS INC
2870,1163958,MEDICAL STAFFING NETWORK HOLDINGS INC
2871,1164863,"ENPRO INDUSTRIES, INC"
2872,1166003,"XPO LOGISTICS, INC."
2873,1166036,MARKWEST ENERGY PARTNERS L P
2874,1166041,WHEELING ISLAND GAMING INC
2875,1166126,J C PENNEY CO INC
2876,1166291,PINNACLE AIRLINES CORP
2877,1166362,STURGIS BANCORP INC
2878,1166380,QUANTUM FUEL SYSTEMS TECHNOLOGIES WORLDWIDE INC
2879,1166568,ALION SCIENCE & TECHNOLOGY CORP
2880,1166928,WEST BANCORPORATION INC
2881,1167609,BRIGHTHOUSE LIFE INSURANCE CO OF NY
2882,1168165,EXELON GENERATION CO LLC
2883,1168213,AEROPOSTALE INC
2884,1168468,AMERICAN ACHIEVEMENT CORP
2885,1168556,TIENS BIOTECH GROUP USA INC
2886,1169277,NEXTMEDIA OPERATING INC
2887,1169424,PACIFIC STATE BANCORP
2888,1169445,COMPUTER PROGRAMS & SYSTEMS INC
2889,1170154,GASTAR EXPLORATION LTD
2890,1170534,MITEL NETWORKS CORP
2891,1170593,PRIMUS GUARANTY LTD
2892,1171155,"RADIANT LOGISTICS, INC"
2893,1171486,NATURAL RESOURCE PARTNERS LP
2894,1172678,TEMECULA VALLEY BANCORP INC
2895,1173204,CINEDIGM CORP.
2896,1173420,NOVAGOLD RESOURCES INC
2897,1173911,ENBRIDGE ENERGY MANAGEMENT L L C
2898,1175215,CELLCO PARTNERSHIP
2899,1175454,FLEETCOR TECHNOLOGIES INC
2900,1175483,DRIVE SHACK INC.
2901,1178336,HOKU CORP
2902,1178409,TIDELANDS BANCSHARES INC
2903,1178717,VERTIS INC
2904,1178862,"BERKSHIRE INCOME REALTY, INC."
2905,1179484,COMDISCO HOLDING CO INC
2906,1180262,HERBALIFE NUTRITION LTD.
2907,1180638,WYNN LAS VEGAS LLC
2908,1183186,NATIONAL FINANCIAL PARTNERS CORP
2909,1183941,ACTIVCARD CORP
2910,1186362,EXOPACK HOLDING CORP
2911,1189712,DREYERS GRAND ICE CREAM HOLDINGS INC
2912,1193311,ONCOR ELECTRIC DELIVERY CO LLC
2913,1195454,WILTEL COMMUNICATIONS GROUP INC
2914,1198233,MQ ASSOCIATES INC
2915,1199025,FRANKLIN BANCORP INC MI
2916,1205298,WH INTERMEDIATE HOLDINGS LTD
2917,1209821,CROSSTEX ENERGY INC
2918,1210618,"SOLAR POWER, INC."
2919,1210708,HUDSON HIGHLAND GROUP INC
2920,1211010,NATIONAL WATERWORKS INC
2921,1211351,"RTW RETAILWINDS, INC."
2922,1212113,DEX MEDIA EAST LLC
2923,1212545,WESTERN ALLIANCE BANCORPORATION
2924,1213336,RBS GLOBAL INC
2925,1216752,PIONEER FINANCIAL SERVICES INC
2926,1219702,LINK ENERGY LLC
2927,1222915,JEFFERSON BANCSHARES INC
2928,1223389,CONNS INC
2929,1225874,VSB BANCORP INC
2930,1230245,PIPER SANDLER COMPANIES
2931,1234308,DIRECTV HOLDINGS LLC
2932,1235162,GXS CORP
2933,1239188,GENERAL STEEL HOLDINGS INC
2934,1243800,RAINIER PACIFIC FINANCIAL GROUP INC
2935,1246263,MAGELLAN MIDSTREAM HOLDINGS LP
2936,1253808,CBD MEDIA LLC
2937,1256069,SIGNATURE OFFICE REIT INC
2938,1259045,BIG HEART PET BRANDS
2939,1260349,SOUTHERN STAR CENTRAL CORP
2940,1261159,CNL LIFESTYLE PROPERTIES INC
2941,1261302,ROCKWOOD SPECIALTIES GROUP INC
2942,1261888,CHINACAST EDUCATION CORP
2943,1262823,WESTLAKE CHEMICAL CORP
2944,1262943,BOARDWALK PIPELINES LP
2945,1263810,EVERGREEN HOLDINGS INC
2946,1264010,NORCROSS SAFETY PRODUCTS LLC
2947,1267130,CABELAS INC
2948,1267969,FIRST NATIONAL BANKSHARES OF FLORIDA INC
2949,1268039,ORIGEN FINANCIAL INC
2950,1268984,REDDY ICE HOLDINGS INC
2951,1273441,GRAN TIERRA ENERGY INC.
2952,1275229,"GENERAL MOLY, INC"
2953,1275477,"BIMINI CAPITAL MANAGEMENT, INC."
2954,1276477,MORRIS PUBLISHING GROUP LLC
2955,1276721,ADVANCED ACCESSORY HOLDINGS CORP
2956,1277021,VISANT HOLDING CORP
2957,1277254,CITIZENS BANCORP OF VIRGINIA INC
2958,1278752,APOLLO INVESTMENT CORP
2959,1281774,TOWN SPORTS INTERNATIONAL HOLDINGS INC
2960,1281922,TRIANGLE PETROLEUM CORP
2961,1282266,"WINDSTREAM HOLDINGS, INC."
2962,1282543,AFFIRMATIVE INSURANCE HOLDINGS INC
2963,1282582,FIRST STATE FINANCIAL CORP/FL
2964,1282648,BATTALION OIL CORP
2965,1283699,METROPCS COMMUNICATIONS INC
2966,1283843,"EMERALD OIL, INC."
2967,1284529,DEX MEDIA INC
2968,1285043,AVENTINE RENEWABLE ENERGY HOLDINGS INC
2969,1286045,"GENERAL NUTRITION CENTERS, INC."
2970,1286681,DOMINOS PIZZA INC
2971,1289169,"EAGLE HOSPITALITY PROPERTIES TRUST, INC."
2972,1289785,"ATLANTIC BROADBAND FINANCE, LLC"
2973,1290729,"GRANDE COMMUNICATIONS HOLDINGS, INC."
2974,1292426,GFI GROUP INC.
2975,1292653,NEUTRAL TANDEM INC
2976,1292731,"BUFFETS HOLDINGS, INC."
2977,1294017,JER INVESTORS TRUST INC
2978,1297568,"SPECIALTY UNDERWRITERS ALLIANCE, INC."
2979,1297704,NGP CAPITAL RESOURCES CO
2980,1297720,JAMES RIVER COAL CO
2981,1299109,"PENINSULA GAMING, LLC"
2982,1299139,"OCCULOGIX, INC."
2983,1299704,"ADVANCE AMERICA, CASH ADVANCE CENTERS, INC."
2984,1299716,U.S. SHIPPING PARTNERS L.P.
2985,1299969,"COMSTOCK HOMEBUILDING COMPANIES, INC."
2986,1300317,ECC CAPITAL CORP
2987,1300446,"VWR INTERNATIONAL, INC."
2988,1300699,"ATHENEX, INC."
2989,1301063,"ALPHA NATURAL RESOURCES, INC."
2990,1302244,VALLEY COMMERCE BANCORP
2991,1304069,"BOIS D ARC ENERGY, INC."
2992,1304623,ACA CAPITAL HOLDINGS INC
2993,1304740,BRIDGE CAPITAL HOLDINGS
2994,1305323,BRIDGEPOINT EDUCATION INC
2995,1308085,VISANT CORP
2996,1308711,"BEHRINGER HARVARD OPPORTUNITY REIT I, INC."
2997,1310067,SEARS HOLDINGS CORP
2998,1311230,SOLAZYME INC
2999,1311370,LAZARD LTD
3000,1311605,KLONDEX MINES LTD
3001,1311803,PROPEX INC.
3002,1312109,SILVERGATE CAPITAL CORP
3003,1315255,"GTT COMMUNICATIONS, INC."
3004,1317436,"BOISE CASCADE HOLDINGS, L.L.C."
3005,1318035,"NTK HOLDINGS, INC."
3006,1318084,"CORE-MARK HOLDING COMPANY, INC."
3007,1319764,"VWR FUNDING, INC."
3008,1321741,GLADSTONE INVESTMENT CORPORATION\DE
3009,1322646,"AFFINITY GROUP HOLDING, INC."
3010,1323630,"DIRECTED ELECTRONICS, INC."
3011,1323715,"SUPERIOR WELL SERVICES, INC"
3012,1323891,"AMERICAN TIRE DISTRIBUTORS HOLDINGS, INC."
3013,1324189,ORCHIDS PAPER PRODUCTS CO /DE
3014,1324272,"RUTHS HOSPITALITY GROUP, INC."
3015,1325670,SOUTHERN NATIONAL BANCORP OF VIRGINIA INC
3016,1326396,"KEYUAN PETROCHEMICALS, INC."
3017,1326801,FACEBOOK INC
3018,1327603,"VESTIN REALTY MORTGAGE II, INC"
3019,1328650,"BRONCO DRILLING COMPANY, INC."
3020,1328655,AFFINIA GROUP INTERMEDIATE HOLDINGS INC.
3021,1329068,NEWPAGE HOLDING CORP
3022,1329069,NEWPAGE CORP
3023,1330622,"KBS REAL ESTATE INVESTMENT TRUST, INC."
3024,1331745,"TAL INTERNATIONAL GROUP, INC."
3025,1333835,CASA SYSTEMS INC
3026,1335190,MAGNUM HUNTER RESOURCES CORP
3027,1335732,"UNITED DEVELOPMENT FUNDING III, LP"
3028,1335982,GOODMAN NETWORKS INC
3029,1336545,"AMERICAN APPAREL, INC"
3030,1338690,"NATIONAL MENTOR HOLDINGS, INC."
3031,1338949,"MAJESTIC CAPITAL, LTD."
3032,1338977,CAPITALSOUTH BANCORP
3033,1342505,ACCELLENT INC
3034,1343202,VERASUN ENERGY CORP
3035,1343719,ENERGY XXI LTD
3036,1345968,"EDDIE BAUER HOLDINGS, INC."
3037,1346980,"CHAPARRAL ENERGY, INC."
3038,1347652,"CORENERGY INFRASTRUCTURE TRUST, INC."
3039,1350593,"MUELLER WATER PRODUCTS, INC."
3040,1351051,"GENESIS HEALTHCARE, INC."
3041,1351548,"FRONTIER AIRLINES HOLDINGS, INC."
3042,1352302,"GEOMET, INC."
3043,1352713,RAM HOLDINGS LTD.
3044,1353268,LIBERTY BANCORP INC
3045,1353970,CHINA XD PLASTICS CO LTD
3046,1355007,"COWEN GROUP, INC."
3047,1355042,CHINA AUTO LOGISTICS INC
3048,1355804,SPHERIS INC.
3049,1357371,BREITBURN ENERGY PARTNERS LP
3050,1358164,SYNCORA HOLDINGS LTD
3051,1358697,"STERLING BANKS, INC."
3052,1359555,PENDRELL CORP
3053,1360474,CRC HEALTH CORP
3054,1361394,"AFFINION GROUP, INC."
3055,1361937,HARVEST OIL & GAS CORP.
3056,1362599,"OMNI FINANCIAL SERVICES, INC."
3057,1362705,EVOLVE TRANSITION INFRASTRUCTURE LP
3058,1362719,SILVER STATE BANCORP
3059,1363381,"HILAND HOLDINGS GP, LP"
3060,1364100,"CAL DIVE INTERNATIONAL, INC."
3061,1364541,EAGLE ROCK ENERGY PARTNERS L P
3062,1365038,DEMAND MEDIA INC.
3063,1365916,"AMYRIS, INC."
3064,1366868,"GLOBALSTAR, INC."
3065,1368457,ALBERTO-CULVER CO
3066,1368900,"GATEHOUSE MEDIA, INC."
3067,1370880,"FIREEYE, INC."
3068,1370946,OWENS CORNING
3069,1372791,"WSB FINANCIAL GROUP, INC."
3070,1373988,ESSEX RENTAL CORP.
3071,1376812,PATRIOT COAL CORP
3072,1382911,"OREXIGEN THERAPEUTICS, INC."
3073,1383414,PENNANTPARK INVESTMENT CORP
3074,1383875,"LRI HOLDINGS, INC."
3075,1384072,"VANGUARD NATURAL RESOURCES, INC."
3076,1384195,"RING ENERGY, INC."
3077,1385544,HORSEHEAD HOLDING CORP
3078,1391127,"LIMELIGHT NETWORKS, INC."
3079,1391137,BCSB BANCORP INC.
3080,1391933,QUAINT OAK BANCORP INC
3081,1393744,"ENERGYSOLUTIONS, INC."
3082,1393818,BLACKSTONE GROUP INC
3083,1394069,YANKEE HOLDING CORP.
3084,1394074,"SPECTRA ENERGY PARTNERS, LP"
3085,1394954,GT ADVANCED TECHNOLOGIES INC.
3086,1395864,VERSO PAPER HOLDINGS LLC
3087,1395942,"KAR AUCTION SERVICES, INC."
3088,1396033,"LUMBER LIQUIDATORS HOLDINGS, INC."
